,gamma,PHI,x_vals,llh,delta_llh
1993,3.773469387755102,-0.8,"[ 3.01610513e-02  7.99857848e+00  5.52267898e-01  1.49147958e-01
  7.51664707e-01 -1.74775406e+02]",-293596.90743789036,22.77660379174631
1994,3.773469387755102,-0.75,"[ 3.01599772e-02  7.99857848e+00  5.52268047e-01  1.49148012e-01
  7.51664803e-01 -1.74775406e+02]",-293596.9532518383,22.73078984383028
1995,3.773469387755102,-0.7,"[ 3.01598177e-02  7.99857848e+00  5.52268031e-01  1.49148020e-01
  7.51664817e-01 -1.74775406e+02]",-293597.0045002886,22.679541393532418
1996,3.773469387755102,-0.6499999999999999,"[ 3.01597288e-02  7.99857848e+00  5.52268044e-01  1.49148024e-01
  7.51664804e-01 -1.74775406e+02]",-293597.06181224214,22.62222943996312
1997,3.773469387755102,-0.6,"[ 3.01151372e-02  7.99857848e+00  5.52265964e-01  1.49150388e-01
  7.51664816e-01 -1.74775404e+02]",-293597.1260002717,22.558041410404257
1998,3.773469387755102,-0.55,"[ 2.97985022e-02  7.99857848e+00  5.52268069e-01  1.49326674e-01
  7.51665014e-01 -1.74775379e+02]",-293597.19839589874,22.485645783366635
1999,3.773469387755102,-0.5,"[ 2.97969616e-02  7.99857848e+00  5.52267923e-01  1.49326760e-01
  7.51664819e-01 -1.74775379e+02]",-293597.27866029815,22.40538138395641
2000,3.773469387755102,-0.44999999999999996,"[ 2.97961912e-02  7.99857848e+00  5.52268045e-01  1.49326723e-01
  7.51664727e-01 -1.74775379e+02]",-293597.36824473186,22.315796950249933
2001,3.773469387755102,-0.3999999999999999,"[ 2.95301970e-02  7.99857848e+00  5.52267854e-01  1.49289406e-01
  7.51664825e-01 -1.74775364e+02]",-293597.4686513713,22.215390310797375
2002,3.773469387755102,-0.35,"[ 2.95290055e-02  7.99857848e+00  5.52268045e-01  1.49289348e-01
  7.51664682e-01 -1.74775364e+02]",-293597.580455191,22.103586491080932
2003,3.773469387755102,-0.29999999999999993,"[ 2.92858614e-02  7.99857848e+00  5.52268153e-01  1.49271915e-01
  7.51662591e-01 -1.74775352e+02]",-293597.7053625645,21.978679117630236
2004,3.773469387755102,-0.25,"[ 2.92503394e-02  7.99857848e+00  5.52268038e-01  1.48996682e-01
  7.51663991e-01 -1.74775345e+02]",-293597.8452164144,21.838825267681386
2005,3.773469387755102,-0.19999999999999996,"[ 2.92502065e-02  7.99857848e+00  5.52268057e-01  1.48996676e-01
  7.51664002e-01 -1.74775345e+02]",-293598.00002147997,21.684020202141255
2006,3.773469387755102,-0.1499999999999999,"[ 2.91643637e-02  7.99857848e+00  5.52264560e-01  1.48997016e-01
  7.51666309e-01 -1.74775341e+02]",-293598.1722261558,21.511815526289865
2007,3.773469387755102,-0.09999999999999998,"[ 2.85954427e-02  7.99857848e+00  5.52265508e-01  1.48996643e-01
  7.51664465e-01 -1.74775303e+02]",-293598.3651984192,21.318843262910377
2008,3.773469387755102,-0.04999999999999993,"[ 2.85610372e-02  7.99857848e+00  5.52268448e-01  1.48996644e-01
  7.51664825e-01 -1.74775301e+02]",-293598.57817699603,21.10586468607653
2009,3.773469387755102,0.0,"[ 2.81425546e-02  7.99857848e+00  5.52268082e-01  1.48997403e-01
  7.51664814e-01 -1.74775278e+02]",-293598.81485552946,20.869186152645852
2010,3.773469387755102,0.050000000000000044,"[ 2.78954931e-02  7.99857848e+00  5.52267867e-01  1.48997000e-01
  7.51632070e-01 -1.74775265e+02]",-293599.07657753205,20.60746415005997
2011,3.773469387755102,0.10000000000000009,"[ 2.74977413e-02  7.99857848e+00  5.52268025e-01  1.48999910e-01
  7.51569503e-01 -1.74775240e+02]",-293599.36604706035,20.317994621756952
2012,3.773469387755102,0.15000000000000013,"[ 2.74631898e-02  7.99857848e+00  5.52267585e-01  1.48996643e-01
  7.51564106e-01 -1.74775238e+02]",-293599.6847902424,19.999251439701766
2013,3.773469387755102,0.20000000000000018,"[ 2.67819175e-02  7.99857848e+00  5.52268046e-01  1.49014474e-01
  7.51405318e-01 -1.74775196e+02]",-293600.03751470253,19.646526979573537
2014,3.773469387755102,0.25,"[ 2.64944118e-02  7.99857848e+00  5.52247784e-01  1.48996644e-01
  7.51361156e-01 -1.74775179e+02]",-293600.42351125134,19.260530430765357
2015,3.773469387755102,0.30000000000000004,"[ 2.56790867e-02  7.99857392e+00  5.52267957e-01  1.48998746e-01
  7.51218099e-01 -1.74775133e+02]",-293600.8485095575,18.83553212461993
2016,3.773469387755102,0.3500000000000001,"[ 2.51522056e-02  7.99857392e+00  5.52267989e-01  1.48996677e-01
  7.48331491e-01 -1.74775063e+02]",-293601.3429646998,18.34107698232401
2017,3.773469387755102,0.40000000000000013,"[ 2.51515669e-02  7.99857392e+00  5.52268071e-01  1.48996642e-01
  7.48331404e-01 -1.74775063e+02]",-293601.8489923717,17.835049310408067
2018,3.773469387755102,0.4500000000000002,"[ 2.39479570e-02  7.99857392e+00  5.52230148e-01  1.48996644e-01
  7.48408027e-01 -1.74774981e+02]",-293602.39866570826,17.285375973850023
2019,3.773469387755102,0.5,"[ 2.30152660e-02  7.99857392e+00  5.52268031e-01  1.48996644e-01
  7.48330992e-01 -1.74774919e+02]",-293602.99261663435,16.69142504775664
2020,3.773469387755102,0.55,"[ 2.21660848e-02  7.99857392e+00  5.52268045e-01  1.48996644e-01
  7.48331529e-01 -1.74774862e+02]",-293603.6243744221,16.059667259978596
2021,3.773469387755102,0.6000000000000001,"[ 2.13752584e-02  7.99857392e+00  5.52265093e-01  1.48998684e-01
  7.48331474e-01 -1.74774814e+02]",-293604.2939772534,15.390064428735059
2022,3.773469387755102,0.6500000000000001,"[ 2.03767604e-02  7.99857392e+00  5.52267784e-01  1.48995862e-01
  7.48331471e-01 -1.74774754e+02]",-293604.9978279405,14.686213741602842
2023,3.773469387755102,0.7000000000000002,"[ 1.93618749e-02  7.99857392e+00  5.52268049e-01  1.49065848e-01
  7.48248704e-01 -1.74774691e+02]",-293605.7257331341,13.958308548026253
2024,3.773469387755102,0.75,"[ 1.77816596e-02  7.99857392e+00  5.52269294e-01  1.48996644e-01
  7.48331236e-01 -1.74774584e+02]",-293606.4788731305,13.20516855159076
2025,3.773469387755102,0.8,"[ 1.62762735e-02  7.99857392e+00  5.52270839e-01  1.48996644e-01
  7.48336572e-01 -1.74774482e+02]",-293607.2327486272,12.451293054909911
2026,3.773469387755102,0.8500000000000001,"[ 1.47399224e-02  7.99857392e+00  5.52268044e-01  1.48996644e-01
  7.48160740e-01 -1.74774378e+02]",-293607.97178016504,11.712261517066509
2027,3.773469387755102,0.9000000000000001,"[ 1.29440389e-02  7.99857392e+00  5.52268014e-01  1.48996655e-01
  7.48331469e-01 -1.74774257e+02]",-293608.67740203766,11.006639644445386
2028,3.773469387755102,0.9500000000000002,"[ 1.09746226e-02  7.99857392e+00  5.52268043e-01  1.48996644e-01
  7.48331467e-01 -1.74774135e+02]",-293609.3134401538,10.370601528324187
2029,3.773469387755102,1.0,"[ 8.86125808e-03  7.99857392e+00  5.52267451e-01  1.48996642e-01
  7.48331473e-01 -1.74774004e+02]",-293609.84256110864,9.84148057346465
2030,3.773469387755102,1.0500000000000003,"[ 6.44884836e-03  7.99857392e+00  5.52245237e-01  1.48996643e-01
  7.48617387e-01 -1.74773867e+02]",-293610.2149305896,9.469111092505045
2031,3.773469387755102,1.1,"[ 4.50819397e-03  7.99857392e+00  5.52268045e-01  1.49324724e-01
  7.51664787e-01 -1.74773684e+02]",-293610.41480446706,9.269237215048634
2032,3.773469387755102,1.15,"[ 1.88070333e-03  7.99857392e+00  5.51926274e-01  1.49331845e-01
  7.51663222e-01 -1.74773528e+02]",-293610.34193379263,9.342107889475301
2033,3.773469387755102,1.2000000000000002,"[-5.18685297e-05  7.99857392e+00  5.47724482e-01  1.49331750e-01
  7.54983442e-01 -1.74773282e+02]",-293609.9999353874,9.684106294705998
2034,3.773469387755102,1.25,"[-3.20353186e-03  7.99857392e+00  5.47721936e-01  1.49331645e-01
  7.54983443e-01 -1.74773167e+02]",-293609.28579865955,10.398243022558745
2035,3.773469387755102,1.3000000000000003,"[-6.01031252e-03  7.99857392e+00  5.47722486e-01  1.49331823e-01
  7.58287540e-01 -1.74773096e+02]",-293608.11577692954,11.568264752568211
2036,3.773469387755102,1.35,"[-9.20587314e-03  7.99857392e+00  5.44618241e-01  1.49333669e-01
  7.58287544e-01 -1.74773047e+02]",-293606.301775787,13.382265895081218
2037,3.773469387755102,1.4000000000000004,"[-1.22923005e-02  7.99857383e+00  5.43138984e-01  1.49331843e-01
  7.61574847e-01 -1.74773027e+02]",-293603.96126733755,15.722774344554637
2038,3.773469387755102,1.4500000000000002,"[-1.57769740e-02  7.99857391e+00  5.43139015e-01  1.49550697e-01
  7.64847187e-01 -1.74773116e+02]",-293600.8307511393,18.853290542785544
2039,3.773469387755102,1.5,"[-1.80893046e-02  7.99857391e+00  5.38516480e-01  1.49666330e-01
  7.68114408e-01 -1.74772953e+02]",-293596.86509935936,22.818942322744988
2040,3.8061224489795915,-1.0,"[ 3.03342775e-02  7.99857391e+00  5.52268044e-01  1.49111203e-01
  7.51664212e-01 -1.74770922e+02]",-293596.76862193807,22.915419744036626
2041,3.8061224489795915,-0.95,"[ 3.02003460e-02  7.99857391e+00  5.52268051e-01  1.49123437e-01
  7.51664854e-01 -1.74770915e+02]",-293596.7979004903,22.88614119181875
2042,3.8061224489795915,-0.9,"[ 3.02002985e-02  7.99857391e+00  5.52268034e-01  1.49123445e-01
  7.51664829e-01 -1.74770915e+02]",-293596.83058656135,22.853455120755825
2043,3.8061224489795915,-0.85,"[ 3.02002323e-02  7.99857391e+00  5.52268046e-01  1.49123449e-01
  7.51664816e-01 -1.74770915e+02]",-293596.8671814647,22.816860217426438
2044,3.8061224489795915,-0.8,"[ 3.02002323e-02  7.99857391e+00  5.52268046e-01  1.49123449e-01
  7.51664816e-01 -1.74770915e+02]",-293596.9081412641,22.775900417997036
2045,3.8061224489795915,-0.75,"[ 3.02002323e-02  7.99857391e+00  5.52268046e-01  1.49123449e-01
  7.51664816e-01 -1.74770915e+02]",-293596.9539733034,22.73006837873254
2046,3.8061224489795915,-0.7,"[ 3.02002322e-02  7.99857391e+00  5.52268046e-01  1.49123449e-01
  7.51664816e-01 -1.74770915e+02]",-293597.00523982965,22.678801852453034
2047,3.8061224489795915,-0.6499999999999999,"[ 2.98593328e-02  7.99857391e+00  5.52268050e-01  1.49322507e-01
  7.51664705e-01 -1.74770650e+02]",-293597.0632712669,22.620770415232982
2048,3.8061224489795915,-0.6,"[ 2.98593328e-02  7.99857391e+00  5.52268050e-01  1.49322507e-01
  7.51664705e-01 -1.74770650e+02]",-293597.127571458,22.556470224109944
2049,3.8061224489795915,-0.55,"[ 2.98585761e-02  7.99857391e+00  5.52267953e-01  1.49322555e-01
  7.51664789e-01 -1.74770650e+02]",-293597.1994047917,22.48463689041091
2050,3.8061224489795915,-0.5,"[ 2.98579395e-02  7.99857391e+00  5.52268040e-01  1.49322586e-01
  7.51664817e-01 -1.74770650e+02]",-293597.2796139756,22.40442770649679
2051,3.8061224489795915,-0.44999999999999996,"[ 2.98578773e-02  7.99857391e+00  5.52268049e-01  1.49322583e-01
  7.51664808e-01 -1.74770650e+02]",-293597.36911501194,22.314926670165733
2052,3.8061224489795915,-0.3999999999999999,"[ 2.95219703e-02  7.99857391e+00  5.52268021e-01  1.49303034e-01
  7.51664795e-01 -1.74770633e+02]",-293597.46969938424,22.214342297869734
2053,3.8061224489795915,-0.35,"[ 2.95217784e-02  7.99857391e+00  5.52268048e-01  1.49303025e-01
  7.51664812e-01 -1.74770633e+02]",-293597.5814395966,22.102602085506078
2054,3.8061224489795915,-0.29999999999999993,"[ 2.94060105e-02  7.99857391e+00  5.52264902e-01  1.49291978e-01
  7.51664811e-01 -1.74770627e+02]",-293597.7061037445,21.977937937597744
2055,3.8061224489795915,-0.25,"[ 2.93843736e-02  7.99857391e+00  5.52268076e-01  1.49290924e-01
  7.51666269e-01 -1.74770626e+02]",-293597.8447896788,21.83925200329395
2056,3.8061224489795915,-0.19999999999999996,"[ 2.89811014e-02  7.99857391e+00  5.52268046e-01  1.49259151e-01
  7.51617665e-01 -1.74770601e+02]",-293597.9998541812,21.68418750091223
2057,3.8061224489795915,-0.1499999999999999,"[ 2.87905141e-02  7.99857391e+00  5.52268074e-01  1.49224177e-01
  7.51664617e-01 -1.74770593e+02]",-293598.1725261473,21.511515534832142
2058,3.8061224489795915,-0.09999999999999998,"[ 2.87517425e-02  7.99857391e+00  5.52268044e-01  1.49221026e-01
  7.51664331e-01 -1.74770591e+02]",-293598.36368848535,21.320353196759243
2059,3.8061224489795915,-0.04999999999999993,"[ 2.83410112e-02  7.99857391e+00  5.52268049e-01  1.48996644e-01
  7.51643143e-01 -1.74770566e+02]",-293598.57770873705,21.10633294505533
2060,3.8061224489795915,0.0,"[ 2.83410089e-02  7.99857391e+00  5.52268049e-01  1.48996644e-01
  7.51643143e-01 -1.74770566e+02]",-293598.8129094724,20.87113220972242
2061,3.8061224489795915,0.050000000000000044,"[ 2.83410089e-02  7.99857391e+00  5.52268049e-01  1.48996644e-01
  7.51643143e-01 -1.74770566e+02]",-293599.07210728363,20.61193439847557
2062,3.8061224489795915,0.10000000000000009,"[ 2.73254793e-02  7.99857391e+00  5.52268042e-01  1.48997437e-01
  7.49935561e-01 -1.74770402e+02]",-293599.36404285335,20.319998828752432
2063,3.8061224489795915,0.15000000000000013,"[ 2.73253762e-02  7.99857391e+00  5.52268057e-01  1.48997432e-01
  7.49935546e-01 -1.74770402e+02]",-293599.6840810837,19.99996059841942
2064,3.8061224489795915,0.20000000000000018,"[ 2.66190347e-02  7.99857391e+00  5.52268043e-01  1.48996644e-01
  7.48331461e-01 -1.74770342e+02]",-293600.0444898979,19.639551784202922
2065,3.8061224489795915,0.25,"[ 2.66189449e-02  7.99857391e+00  5.52268056e-01  1.48996640e-01
  7.48331469e-01 -1.74770342e+02]",-293600.43249900895,19.2515426731552
2066,3.8061224489795915,0.30000000000000004,"[ 2.56412858e-02  7.99857391e+00  5.52268012e-01  1.48996643e-01
  7.48391925e-01 -1.74770282e+02]",-293600.85889746185,18.825144220259972
2067,3.8061224489795915,0.3500000000000001,"[ 2.56407091e-02  7.99857391e+00  5.52268095e-01  1.48996616e-01
  7.48391842e-01 -1.74770282e+02]",-293601.319960967,18.364080715109594
2068,3.8061224489795915,0.40000000000000013,"[ 2.44349968e-02  7.99857391e+00  5.52268043e-01  1.48996693e-01
  7.48331471e-01 -1.74770209e+02]",-293601.8250175479,17.85902413423173
2069,3.8061224489795915,0.4500000000000002,"[ 2.37681070e-02  7.99857391e+00  5.52268050e-01  1.48997778e-01
  7.48331393e-01 -1.74770166e+02]",-293602.3669022906,17.317139391496312
2070,3.8061224489795915,0.5,"[ 2.29478198e-02  7.99857391e+00  5.52268040e-01  1.48996644e-01
  7.48331559e-01 -1.74770120e+02]",-293602.94825507177,16.735786610341165
2071,3.8061224489795915,0.55,"[ 2.20775343e-02  7.99857391e+00  5.52268163e-01  1.48996643e-01
  7.48331782e-01 -1.74770068e+02]",-293603.5675835884,16.11645809368929
2072,3.8061224489795915,0.6000000000000001,"[ 2.10989573e-02  7.99857391e+00  5.52268035e-01  1.48996643e-01
  7.48331471e-01 -1.74770003e+02]",-293604.22206687304,15.461974809062667
2073,3.8061224489795915,0.6500000000000001,"[ 1.99990917e-02  7.99857391e+00  5.52268030e-01  1.48996646e-01
  7.48331468e-01 -1.74769936e+02]",-293604.9068309862,14.777210695901886
2074,3.8061224489795915,0.7000000000000002,"[ 1.88447632e-02  7.99857391e+00  5.52267932e-01  1.48997651e-01
  7.48331472e-01 -1.74769859e+02]",-293605.6145218416,14.06951984053012
2075,3.8061224489795915,0.75,"[ 1.76677177e-02  7.99857391e+00  5.52268183e-01  1.48996643e-01
  7.48233930e-01 -1.74769780e+02]",-293606.33349118667,13.350550495437346
2076,3.8061224489795915,0.8,"[ 1.60261845e-02  7.99857391e+00  5.52268410e-01  1.48996644e-01
  7.48330782e-01 -1.74769669e+02]",-293607.05293345696,12.631108225148637
2077,3.8061224489795915,0.8500000000000001,"[ 1.44224745e-02  7.99857391e+00  5.52268869e-01  1.48996643e-01
  7.48324686e-01 -1.74769569e+02]",-293607.74976640876,11.934275273350067
2078,3.8061224489795915,0.9000000000000001,"[ 1.27559523e-02  7.99857391e+00  5.52268051e-01  1.49010476e-01
  7.48389963e-01 -1.74769456e+02]",-293608.3987803647,11.285261317389086
2079,3.8061224489795915,0.9500000000000002,"[ 1.07367978e-02  7.99857391e+00  5.52268077e-01  1.48996641e-01
  7.48331576e-01 -1.74769332e+02]",-293608.97143837647,10.712603305641096
2080,3.8061224489795915,1.0,"[ 8.39617041e-03  7.99857391e+00  5.52268055e-01  1.48996643e-01
  7.48327234e-01 -1.74769187e+02]",-293609.42175038153,10.26229130057618
2081,3.8061224489795915,1.0500000000000003,"[ 6.54831643e-03  7.99857391e+00  5.52268043e-01  1.48998027e-01
  7.51390154e-01 -1.74769038e+02]",-293609.71618275146,9.967858930642251
2082,3.8061224489795915,1.1,"[ 4.20060127e-03  7.99857391e+00  5.52268042e-01  1.49331846e-01
  7.51664179e-01 -1.74768915e+02]",-293609.81057004177,9.87347164034145
2083,3.8061224489795915,1.15,"[ 1.92067725e-03  7.99857391e+00  5.47722852e-01  1.49331782e-01
  7.51664898e-01 -1.74768738e+02]",-293609.62010917166,10.0639325104421
2084,3.8061224489795915,1.2000000000000002,"[-3.39282015e-04  7.99857391e+00  5.48147345e-01  1.49300328e-01
  7.54983438e-01 -1.74768601e+02]",-293609.163211179,10.520830503082834
2085,3.8061224489795915,1.25,"[-3.00183069e-03  7.99857391e+00  5.47722541e-01  1.49331845e-01
  7.58287535e-01 -1.74768487e+02]",-293608.29822720034,11.3858144817641
2086,3.8061224489795915,1.3000000000000003,"[-6.78980576e-03  7.99857391e+00  5.47716883e-01  1.49331691e-01
  7.58287539e-01 -1.74768422e+02]",-293606.9453351505,12.738706531585194
2087,3.8061224489795915,1.35,"[-8.68135497e-03  7.99857391e+00  5.43139025e-01  1.49331850e-01
  7.61573481e-01 -1.74768422e+02]",-293604.9547029326,14.729338749486487
2088,3.8061224489795915,1.4000000000000004,"[-1.24625479e-02  7.99857391e+00  5.43139179e-01  1.49331845e-01
  7.61904720e-01 -1.74768466e+02]",-293602.38718293793,17.296858744171914
2089,3.8061224489795915,1.4500000000000002,"[-1.59925997e-02  7.99857396e+00  5.43138997e-01  1.49666220e-01
  7.64852927e-01 -1.74768566e+02]",-293599.01722295256,20.666818729543593
2090,3.8061224489795915,1.5,"[-1.86426058e-02  7.99857396e+00  5.38516494e-01  1.49666287e-01
  7.68114569e-01 -1.74768747e+02]",-293594.8471572044,24.83688447769964
2091,3.8387755102040817,-1.0,"[ 3.03679676e-02  7.99857396e+00  5.52268043e-01  1.49269625e-01
  7.51378593e-01 -1.74766983e+02]",-293596.765924082,22.91811760008568
2092,3.8387755102040817,-0.95,"[ 3.03133500e-02  7.99857396e+00  5.52255967e-01  1.49328194e-01
  7.51664810e-01 -1.74766978e+02]",-293596.7993544402,22.88468724192353
2093,3.8387755102040817,-0.9,"[ 3.01735933e-02  7.99857396e+00  5.52267833e-01  1.49331780e-01
  7.51664815e-01 -1.74766971e+02]",-293596.83234653017,22.851695151941385
2094,3.8387755102040817,-0.85,"[ 3.01732389e-02  7.99857396e+00  5.52267937e-01  1.49331816e-01
  7.51664708e-01 -1.74766971e+02]",-293596.8690123174,22.81502936471952
2095,3.8387755102040817,-0.8,"[ 3.01724651e-02  7.99857396e+00  5.52268051e-01  1.49331840e-01
  7.51664776e-01 -1.74766971e+02]",-293596.910050722,22.773990960093215
2096,3.8387755102040817,-0.75,"[ 3.01720813e-02  7.99857396e+00  5.52268013e-01  1.49331821e-01
  7.51664809e-01 -1.74766971e+02]",-293596.9559621539,22.728079528198577
2097,3.8387755102040817,-0.7,"[ 3.01718523e-02  7.99857396e+00  5.52268047e-01  1.49331833e-01
  7.51664825e-01 -1.74766971e+02]",-293597.007311047,22.67673063511029
2098,3.8387755102040817,-0.6499999999999999,"[ 3.01717280e-02  7.99857396e+00  5.52268034e-01  1.49331839e-01
  7.51664806e-01 -1.74766971e+02]",-293597.0647169185,22.619324763596524
2099,3.8387755102040817,-0.6,"[ 3.01716003e-02  7.99857396e+00  5.52268050e-01  1.49331831e-01
  7.51664817e-01 -1.74766971e+02]",-293597.12886719184,22.55517449026229
2100,3.8387755102040817,-0.55,"[ 3.01713387e-02  7.99857396e+00  5.52268024e-01  1.49331844e-01
  7.51664778e-01 -1.74766971e+02]",-293597.2005169169,22.483524765179027
2101,3.8387755102040817,-0.5,"[ 3.01710777e-02  7.99857396e+00  5.52268011e-01  1.49331819e-01
  7.51664810e-01 -1.74766971e+02]",-293597.2804993653,22.403542316809762
2102,3.8387755102040817,-0.44999999999999996,"[ 2.96136605e-02  7.99857396e+00  5.52267974e-01  1.49299626e-01
  7.51664817e-01 -1.74766941e+02]",-293597.37183586357,22.31220581853995
2103,3.8387755102040817,-0.3999999999999999,"[ 2.96132406e-02  7.99857396e+00  5.52268041e-01  1.49299606e-01
  7.51664767e-01 -1.74766941e+02]",-293597.47210431733,22.211937364772893
2104,3.8387755102040817,-0.35,"[ 2.96130954e-02  7.99857396e+00  5.52268062e-01  1.49299599e-01
  7.51664779e-01 -1.74766941e+02]",-293597.58379213547,22.100249546638224
2105,3.8387755102040817,-0.29999999999999993,"[ 2.92498045e-02  7.99857396e+00  5.52268040e-01  1.49276640e-01
  7.51664810e-01 -1.74766921e+02]",-293597.70901765,21.97502403211547
2106,3.8387755102040817,-0.25,"[ 2.92497734e-02  7.99857396e+00  5.52268044e-01  1.49276639e-01
  7.51664812e-01 -1.74766921e+02]",-293597.8479360308,21.836105651280377
2107,3.8387755102040817,-0.19999999999999996,"[ 2.90187000e-02  7.99857396e+00  5.52268065e-01  1.49256610e-01
  7.51634960e-01 -1.74766908e+02]",-293598.00269096706,21.68135071505094
2108,3.8387755102040817,-0.1499999999999999,"[ 2.87898486e-02  7.99857396e+00  5.52267888e-01  1.48996628e-01
  7.51664993e-01 -1.74767188e+02]",-293598.1761884802,21.507853201881517
2109,3.8387755102040817,-0.09999999999999998,"[ 2.87861161e-02  7.99857396e+00  5.52268424e-01  1.48996813e-01
  7.51664443e-01 -1.74767187e+02]",-293598.367171792,21.31686989008449
2110,3.8387755102040817,-0.04999999999999993,"[ 2.82697016e-02  7.99857396e+00  5.52268045e-01  1.49000733e-01
  7.51659483e-01 -1.74767158e+02]",-293598.5798857943,21.10415588779142
2111,3.8387755102040817,0.0,"[ 2.82199498e-02  7.99857396e+00  5.52268050e-01  1.48996995e-01
  7.51661941e-01 -1.74767155e+02]",-293598.81482334924,20.869218332867604
2112,3.8387755102040817,0.050000000000000044,"[ 2.77392908e-02  7.99857396e+00  5.52268048e-01  1.48998463e-01
  7.51663591e-01 -1.74767119e+02]",-293599.07502609084,20.609015591267962
2113,3.8387755102040817,0.10000000000000009,"[ 2.77052801e-02  7.99857396e+00  5.52265411e-01  1.48996744e-01
  7.51658566e-01 -1.74767117e+02]",-293599.3613060511,20.322735631023534
2114,3.8387755102040817,0.15000000000000013,"[ 2.70550129e-02  7.99857396e+00  5.52268047e-01  1.48996824e-01
  7.51520464e-01 -1.74767080e+02]",-293599.6782692935,20.005772388598416
2115,3.8387755102040817,0.20000000000000018,"[ 2.64842492e-02  7.99857396e+00  5.52261652e-01  1.48976477e-01
  7.48331475e-01 -1.74766980e+02]",-293600.03704582306,19.646995859046
2116,3.8387755102040817,0.25,"[ 2.61095062e-02  7.99857396e+00  5.52263344e-01  1.49026402e-01
  7.48331471e-01 -1.74766957e+02]",-293600.4262462286,19.257795453479048
2117,3.8387755102040817,0.30000000000000004,"[ 2.57797932e-02  7.99857396e+00  5.52282003e-01  1.48996644e-01
  7.48356603e-01 -1.74766936e+02]",-293600.8474384423,18.836603239818942
2118,3.8387755102040817,0.3500000000000001,"[ 2.50239652e-02  7.99857396e+00  5.52266853e-01  1.48996642e-01
  7.48332098e-01 -1.74766893e+02]",-293601.3069595886,18.377082093502395
2119,3.8387755102040817,0.40000000000000013,"[ 2.43802099e-02  7.99857396e+00  5.52268051e-01  1.48996644e-01
  7.48331632e-01 -1.74766851e+02]",-293601.80300515366,17.881036528444383
2120,3.8387755102040817,0.4500000000000002,"[ 2.36376138e-02  7.99857396e+00  5.52268125e-01  1.48996644e-01
  7.48332521e-01 -1.74766806e+02]",-293602.33686731517,17.347174366936088
2121,3.8387755102040817,0.5,"[ 2.28477413e-02  7.99857396e+00  5.52267989e-01  1.48996678e-01
  7.48331427e-01 -1.74766753e+02]",-293602.907964799,16.77607688313583
2122,3.8387755102040817,0.55,"[ 2.19457119e-02  7.99857396e+00  5.52268628e-01  1.48999960e-01
  7.48331469e-01 -1.74766698e+02]",-293603.51427500264,16.169766679464374
2123,3.8387755102040817,0.6000000000000001,"[ 2.09609318e-02  7.99857396e+00  5.52268274e-01  1.48997228e-01
  7.48331671e-01 -1.74766643e+02]",-293604.1525858667,15.531455815420486
2124,3.8387755102040817,0.6500000000000001,"[ 1.98686949e-02  7.99857396e+00  5.52268193e-01  1.48996643e-01
  7.48331111e-01 -1.74766570e+02]",-293604.817068471,14.866973211115692
2125,3.8387755102040817,0.7000000000000002,"[ 1.86780031e-02  7.99857396e+00  5.52268267e-01  1.48996613e-01
  7.48331440e-01 -1.74766489e+02]",-293605.4995270459,14.184514636232052
2126,3.8387755102040817,0.75,"[ 1.72441045e-02  7.99857396e+00  5.52265613e-01  1.48996642e-01
  7.48332466e-01 -1.74766392e+02]",-293606.1882797488,13.49576193332905
2127,3.8387755102040817,0.8,"[ 1.59150234e-02  7.99857396e+00  5.52266861e-01  1.48996663e-01
  7.48233883e-01 -1.74766318e+02]",-293606.86661874887,12.81742293323623
2128,3.8387755102040817,0.8500000000000001,"[ 1.42179399e-02  7.99857396e+00  5.52268553e-01  1.48996642e-01
  7.48331220e-01 -1.74766213e+02]",-293607.51761588355,12.166425798553973
2129,3.8387755102040817,0.9000000000000001,"[ 1.21263493e-02  7.99857396e+00  5.52166122e-01  1.48996642e-01
  7.48484121e-01 -1.74766082e+02]",-293608.1033971649,11.580644517205656
2130,3.8387755102040817,0.9500000000000002,"[ 1.04230464e-02  7.99857396e+00  5.52265513e-01  1.48996643e-01
  7.48346035e-01 -1.74765976e+02]",-293608.6104700966,11.073571585526224
2131,3.8387755102040817,1.0,"[ 8.18703967e-03  7.99857396e+00  5.52268047e-01  1.49021084e-01
  7.48550690e-01 -1.74765850e+02]",-293608.9754199101,10.708621772006154
2132,3.8387755102040817,1.0500000000000003,"[ 6.40034444e-03  7.99857396e+00  5.52268035e-01  1.49311395e-01
  7.51664811e-01 -1.74765741e+02]",-293609.1880872343,10.495954447833356
2133,3.8387755102040817,1.1,"[ 3.84613148e-03  7.99857396e+00  5.52268044e-01  1.49331799e-01
  7.51664917e-01 -1.74765619e+02]",-293609.1632959052,10.520745776884723
2134,3.8387755102040817,1.15,"[ 2.17239143e-03  7.99857396e+00  5.47722566e-01  1.49331906e-01
  7.54949065e-01 -1.74765468e+02]",-293608.8699075917,10.81413409038214
2135,3.8387755102040817,1.2000000000000002,"[-7.82902291e-04  7.99857396e+00  5.47950670e-01  1.49331839e-01
  7.55131719e-01 -1.74765350e+02]",-293608.2712465258,11.412795156298671
2136,3.8387755102040817,1.25,"[-3.66631091e-03  7.99857396e+00  5.47693816e-01  1.49323676e-01
  7.58287542e-01 -1.74765252e+02]",-293607.2505541205,12.433487561589573
